name,manufacturer,location,short_description,class,sys_updated_on,asset,tag,assigned,assigned_to,attested,can_print,category,assignment_group,company,cost,cost_center,cost_cc,sys_created_on,sys_created_by,dns_domain,department,discovery_source,sys_domain,sys_domain_path,fault_count,first_discovered,install_status,install_date,invoice_number,model_id,model_number,monitor,last_discovered,operational_status,po_number,product_instance_id,purchase_date,unverified,serial_number,skip_sync,subcategory,sys_class_path,sys_updated_by,sys_mod_count,vendor,warranty_expiration
Adobe Acrobat and Reader 6.0.4 Update,Adobe Systems,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:00:28,BEVERLYS,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Adobe Atmosphere Player for Acrobat and Adobe Reader,Adobe Systems,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:28:52,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,11,,
Adobe Creative Suite,Adobe Systems,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:39,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Adobe Download Manager,Adobe Systems,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:06,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
Adobe Download Manager,Adobe Systems,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:46,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,10,,
Adobe Download Manager,Adobe Systems,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:18,tvreeland,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe GoLive,Adobe Systems,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:02,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Help Center,Adobe Systems,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:52,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Photoshop,Adobe Systems,,,Software,2024-05-16 12:43:31,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:27,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Adobe Photoshop,Adobe Systems,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:15,mburke,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Photoshop Album 2.0 Starter Edition,Adobe Systems,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:30:17,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
Adobe Photoshop Album 2.0 Starter Edition,Adobe Systems,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:08:21,ningram,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Photoshop Elements,Adobe Systems,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:35,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Photoshop Elements,Adobe Systems,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:29:48,DWilson,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Premiere Pro,Adobe Systems,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:34,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Adobe Reader,Adobe Systems,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:56,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
Adobe Reader,Adobe Systems,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:31:27,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
Adobe Reader,Adobe Systems,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:54,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
Adobe Reader,Adobe Systems,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:06,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
Adobe SVG Viewer,Adobe Systems,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:28:52,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
Adobe® Photoshop® Album Starter Edition,Adobe Systems,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:04,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
ADP PC/Payroll for Windows,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:14:23,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Advanced Intercompany Transactions 7.0/7.5,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:14:27,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Advanced Tools,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:46,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AEEnable,Andrea Electronics,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:22,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AI RoboForm,Siber,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:59,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AIA Contract Documents,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:18:57,mburke,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
AIMAUTO,America Online,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:27,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AIOMinimal,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:36:09,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AiOSoftware,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:54,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AiOSoftware,Hewlett-Packard,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:39,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AiOSoftware,Hewlett-Packard,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:31,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
AiO_Scan,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:46,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AiO_Scan,Hewlett-Packard,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:13,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AiO_Scan,Hewlett-Packard,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:33,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
AlbumToGoColor,Clubphoto,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:54,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ALDWXP,Dell Inc.,"153 South Sierra Avenue, Solana Beach,CA",,Computer,2024-05-16 12:41:27,P1000135 - Dell Inc. Precision T3500 Workstation,P1000135,2023-11-01 0:00:00,David Loo,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,379",Engineering,USD,2005-05-23 18:14:19,guest,,Development,Other Automated,global,/,0,,Installed,2023-05-10 1:00:00,,Dell Inc. Precision T3500 Workstation,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(,system,19,Dell Inc.,
All,,,,Application Service Group,2014-11-09 6:51:24,,,,,FALSE,FALSE,,,,,,,2014-11-09 6:51:24,admin,,,,global,/,,,,,,,,FALSE,,,,,,FALSE,,FALSE,,/!!/!7/!),admin,0,,
AllFusion ERwin Data Modeler,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:31:28,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ALPS Touch Pad Driver,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:12,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Altiris Software Virtualization Agent,Altiris,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:28,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
America Online (Choose which version to remove),,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:46,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Anark Client,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:54:57,dpenn,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Ancestry Family Tree,MyFamily com,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:26,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ANDREWDWXP,iBUYPOWER,"153 South Sierra Avenue, Solana Beach,CA",,Computer,2024-05-16 12:41:28,P1000143 - iBUYPOWER Gamer Supreme,P1000143,2023-07-13 1:00:00,David Loo,FALSE,FALSE,Hardware,,ACME North America,"1,299.99",Engineering,USD,2005-05-23 18:14:19,guest,,Development,Other Automated,global,/,0,,Installed,2023-03-31 0:00:00,,iBUYPOWER Gamer Supreme,,FALSE,,Operational,,,,FALSE,,FALSE,Computer,/!!/!2/!(,system,9,Amazon,
AnyDVD,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:40,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
AOL Coach Version 1.0(Build:20020929.1),,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:26:46,LUANNL,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AOL Coach Version 1.0(Build:20030807.3),,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:46,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AOL Explorer,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:26:46,LUANNL,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AOL Instant Messenger,America Online,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:27,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AOL Instant Messenger,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:51:36,abenesch,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
AOL Toolbar,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:26:46,LUANNL,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Apache,Apache Software Foundation,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2005-05-24 13:31:59,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
apache linux den 200,,,,Web Server,2006-07-11 14:42:56,P1000892 - Unknown,,,,FALSE,FALSE,,,,,,USD,2006-07-11 14:42:56,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!(/!3/!#,glide.maint,0,,
apache linux ny 100,,,,Web Server,2006-07-11 14:42:48,Unknown,,,,FALSE,FALSE,,,,,,USD,2006-07-09 7:01:44,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!(/!3/!#,glide.maint,2,,
Apache Tomcat,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
App-Win-Server-Cluster,,,,Windows Cluster,2016-01-06 11:04:51,,,,,FALSE,FALSE,Resource,,,,,USD,2016-01-06 3:40:48,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,Cluster,/!!/!5/!$,glide.maint,2,,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:38:04,"P1000177 - Apple MacBook Pro 15""",P1000177,2018-10-08 0:00:00,System Administrator,FALSE,FALSE,Do not migrate to asset,,,"1,799.99",,USD,2011-09-14 4:23:49,dariusz.maint,,Finance,,global,/,0,,,2018-04-25 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XA,FALSE,,/!!/!2/!(,system,23,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:38:27,"P1000004 - Apple MacBook Pro 15""",P1000004,2023-09-04 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:47,dariusz.maint,,,,global,/,0,,,2023-04-22 0:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XB,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:41:15,"P1000072 - Apple MacBook Pro 15""",P1000072,2023-06-09 1:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:49,dariusz.maint,,,,global,/,0,,,2023-03-06 23:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XC,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:41:38,"P1000115 - Apple MacBook Pro 15""",P1000115,2023-10-26 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:52,dariusz.maint,,,,global,/,0,,,2023-06-16 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XD,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:38:04,"P1000183 - Apple MacBook Pro 15""",P1000183,2023-11-28 23:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:54,dariusz.maint,,,,global,/,0,,,2023-07-10 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XF,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"Carretera Cancun-Chetumal KM 22, Cancun",,Computer,2024-05-16 12:38:30,"P1000000 - Apple MacBook Pro 15""",P1000000,2023-07-26 1:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:55,dariusz.maint,,,,global,/,0,,,2023-05-05 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XG,FALSE,,/!!/!2/!(,system,26,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:41:17,"P1000056 - Apple MacBook Pro 15""",P1000056,2023-10-17 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:57,dariusz.maint,,,,global,/,0,,,2023-05-30 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XH,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:41:39,"P1000112 - Apple MacBook Pro 15""",P1000112,2023-10-16 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:24:58,dariusz.maint,,,,global,/,0,,,2023-06-22 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XI,FALSE,,/!!/!2/!(,system,21,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:38:05,"P1000185 - Apple MacBook Pro 15""",P1000185,2023-10-06 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:25:00,dariusz.maint,,,,global,/,0,,,2023-07-19 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XJ,FALSE,,/!!/!2/!(,system,20,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"615 North Bush Street, Santa Ana,CA",,Computer,2024-05-16 12:38:32,"P1000007 - Apple MacBook Pro 15""",P1000007,2023-10-23 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:27:55,dariusz.maint,,,,global,/,0,,,2023-05-01 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XK,FALSE,,/!!/!2/!(,system,18,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:41:19,"P1000076 - Apple MacBook Pro 15""",P1000076,2023-06-25 1:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:34:06,dariusz.maint,,,,global,/,0,,,2023-03-01 23:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89407AC7XO,FALSE,,/!!/!2/!(,system,20,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:41:40,"P1000121 - Apple MacBook Pro 15""",P1000121,2023-12-19 23:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:34:38,dariusz.maint,,,,global,/,0,,,2023-06-23 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89410AC7XJ,FALSE,,/!!/!2/!(,system,18,Apple,
"Apple - MacBook Pro 15"" for Technical Staff",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:38:06,"P1000188 - Apple MacBook Pro 15""",P1000188,2023-09-16 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME North America,"1,799.99",,USD,2011-09-14 4:34:45,dariusz.maint,,,,global,/,0,,,2023-07-16 1:00:00,,"Apple MacBook Pro 15""",,FALSE,,Operational,,,,FALSE,W89411AC7XJ,FALSE,,/!!/!2/!(,system,18,Apple,
ApplicationServerHelpdesk,Dell Inc.,"5052 Clairemont Drive, San Diego,CA",HelpDesk App Server,Server,2024-05-16 12:41:32,P1000027 - Dell Inc. PowerEdge M710HD Blade Server,P1000027,2023-09-17 0:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME Corporation,"2,160",,USD,2004-08-30 10:44:56,pat,,,,global,/,0,,Installed,2023-03-29 0:00:00,,Dell Inc. PowerEdge M710HD Blade Server,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(/!!,system,30,Dell Inc.,
ApplicationServerPeopleSoft,Dell Inc.,"5052 Clairemont Drive, San Diego,CA",PeopleSoft App Server,Server,2024-05-16 12:41:33,P1000204 - Dell Inc. PowerEdge M710HD Blade Server,P1000204,2023-06-22 1:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME Corporation,"2,160",IT,USD,2004-08-30 10:43:27,pat,,,,global,/,0,,Installed,2023-03-22 0:00:00,,Dell Inc. PowerEdge M710HD Blade Server,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(/!!,system,23,Dell Inc.,
AppServerHelpDesk1,,,,Windows Cluster Node,2016-01-06 20:49:04,,,,,FALSE,FALSE,,,,,,USD,2016-01-06 8:57:17,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!+/!#,glide.maint,2,,
AppServerHelpDesk2,,,,Windows Cluster Node,2016-01-06 20:49:10,,,,,FALSE,FALSE,,,,,,USD,2016-01-06 8:57:30,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!+/!#,glide.maint,1,,
AppServerPeopleSoft1,,,,Windows Cluster Node,2016-01-06 20:49:37,,,,,FALSE,FALSE,,,,,,USD,2016-01-06 8:57:58,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!+/!#,glide.maint,1,,
AppServerPeopleSoft2,,,,Windows Cluster Node,2016-01-06 20:49:41,,,,,FALSE,FALSE,,,,,,USD,2016-01-06 8:58:10,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!+/!#,glide.maint,1,,
ArcSoft Camera Suite,,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:07,tvreeland,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ArcSoft Camera Suite,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:08:18,ningram,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ArcSoft Panorama Maker 3,,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:30:20,DWilson,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
ArcSoft PhotoBase 3,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:24,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ArcSoft PhotoStudio 5,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:06:48,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ArcSoft Software Suite,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:39,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
AS-SX260-042103,Cyberpower,"1454 Northwest 78th Avenue, Doral,FL",,Computer,2024-05-16 12:37:55,P1000109 - Cyberpower Gamer Ultra 2106,P1000109,2023-01-29 23:00:00,Paul Shafer,FALSE,FALSE,Do not migrate to asset,,ACME North America,919.99,Sales,USD,2006-02-07 14:58:46,ashafer,,Sales,,global,/,,,,2022-11-10 23:00:00,,Cyberpower Gamer Ultra 2106,,FALSE,,,,,,FALSE,6YYWN21,FALSE,,/!!/!2/!(,system,17,Cyberpower,
AS400,Dell Inc.,"4193 University Avenue, San Diego,CA","System name: PHX400, enterprise server with ABS software, s/n 10-B7CDF",Server,2024-05-16 12:37:59,P1000034 - Dell Inc. PowerEdge M710HD Blade Server,P1000034,2023-12-13 23:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME Corporation,"2,160",,USD,2005-01-03 13:03:36,fred.luddy,,,,global,/,0,,Installed,2023-07-07 1:00:00,,Dell Inc. PowerEdge M710HD Blade Server,810,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(/!!,system,35,Dell Inc.,
ASF,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:06:49,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
